Domaine,Zone,Élément,Produit,Année,Valeur
"Bilans Alimentaires (2010-)","Arménie","Aliments pour animaux","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Arménie","Semences","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Arménie","Pertes","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Arménie","Autres utilisations (non alimentaire)","Céréales, Autres","2017","9"
"Bilans Alimentaires (2010-)","Arménie","Résidus","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Arménie","Nourriture","Céréales, Autres","2017","8"
"Bilans Alimentaires (2010-)","Arménie","Disponibilité alimentaire en quantité (kg/personne/an)","Céréales, Autres","2017","2.72"
"Bilans Alimentaires (2010-)","Arménie","Disponibilité alimentaire (Kcal/personne/jour)","Céréales, Autres","2017","24"
"Bilans Alimentaires (2010-)","Arménie","Disponibilité de protéines en quantité (g/personne/jour)","Céréales, Autres","2017","0.66"
"Bilans Alimentaires (2010-)","Arménie","Disponibilité de matière grasse en quantité (g/personne/jour)","Céréales, Autres","2017","0.07"
"Bilans Alimentaires (2010-)","Australie","Production","Blé et produits","2017","31819"
"Bilans Alimentaires (2010-)","Australie","Importations - Quantité","Blé et produits","2017","260"
"Bilans Alimentaires (2010-)","Australie","Variation de stock","Blé et produits","2017","1852"
"Bilans Alimentaires (2010-)","Australie","Exportations - Quantité","Blé et produits","2017","22294"
"Bilans Alimentaires (2010-)","Australie","Disponibilité intérieure","Blé et produits","2017","7933"
"Bilans Alimentaires (2010-)","Australie","Aliments pour animaux","Blé et produits","2017","4086"
"Bilans Alimentaires (2010-)","Australie","Semences","Blé et produits","2017","789"
"Bilans Alimentaires (2010-)","Australie","Pertes","Blé et produits","2017","318"
"Bilans Alimentaires (2010-)","Australie","Traitement","Blé et produits","2017","71"
"Bilans Alimentaires (2010-)","Australie","Autres utilisations (non alimentaire)","Blé et produits","2017","846"
"Bilans Alimentaires (2010-)","Australie","Résidus","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Nourriture","Blé et produits","2017","1823"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire en quantité (kg/personne/an)","Blé et produits","2017","74.14"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire (Kcal/personne/jour)","Blé et produits","2017","591"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de protéines en quantité (g/personne/jour)","Blé et produits","2017","18.82"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de matière grasse en quantité (g/personne/jour)","Blé et produits","2017","2.46"
"Bilans Alimentaires (2010-)","Australie","Production","Riz et produits","2017","807"
"Bilans Alimentaires (2010-)","Australie","Importations - Quantité","Riz et produits","2017","267"
"Bilans Alimentaires (2010-)","Australie","Variation de stock","Riz et produits","2017","244"
"Bilans Alimentaires (2010-)","Australie","Exportations - Quantité","Riz et produits","2017","300"
"Bilans Alimentaires (2010-)","Australie","Disponibilité intérieure","Riz et produits","2017","530"
"Bilans Alimentaires (2010-)","Australie","Aliments pour animaux","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Semences","Riz et produits","2017","9"
"Bilans Alimentaires (2010-)","Australie","Pertes","Riz et produits","2017","8"
"Bilans Alimentaires (2010-)","Australie","Traitement","Riz et produits","2017","148"
"Bilans Alimentaires (2010-)","Australie","Autres utilisations (non alimentaire)","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Résidus","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Nourriture","Riz et produits","2017","366"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire en quantité (kg/personne/an)","Riz et produits","2017","14.88"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire (Kcal/personne/jour)","Riz et produits","2017","91"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de protéines en quantité (g/personne/jour)","Riz et produits","2017","1.74"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de matière grasse en quantité (g/personne/jour)","Riz et produits","2017","0.16"
"Bilans Alimentaires (2010-)","Australie","Production","Orge et produits","2017","13506"
"Bilans Alimentaires (2010-)","Australie","Importations - Quantité","Orge et produits","2017","11"
"Bilans Alimentaires (2010-)","Australie","Variation de stock","Orge et produits","2017","808"
"Bilans Alimentaires (2010-)","Australie","Exportations - Quantité","Orge et produits","2017","9729"
"Bilans Alimentaires (2010-)","Australie","Disponibilité intérieure","Orge et produits","2017","2980"
"Bilans Alimentaires (2010-)","Australie","Aliments pour animaux","Orge et produits","2017","2325"
"Bilans Alimentaires (2010-)","Australie","Semences","Orge et produits","2017","298"
"Bilans Alimentaires (2010-)","Australie","Pertes","Orge et produits","2017","56"
"Bilans Alimentaires (2010-)","Australie","Traitement","Orge et produits","2017","301"
"Bilans Alimentaires (2010-)","Australie","Résidus","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Nourriture","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire en quantité (kg/personne/an)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire (Kcal/personne/jour)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de protéines en quantité (g/personne/jour)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de matière grasse en quantité (g/personne/jour)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Production","Maïs et produits","2017","436"
"Bilans Alimentaires (2010-)","Australie","Importations - Quantité","Maïs et produits","2017","35"
"Bilans Alimentaires (2010-)","Australie","Variation de stock","Maïs et produits","2017","15"
"Bilans Alimentaires (2010-)","Australie","Exportations - Quantité","Maïs et produits","2017","76"
"Bilans Alimentaires (2010-)","Australie","Disponibilité intérieure","Maïs et produits","2017","380"
"Bilans Alimentaires (2010-)","Australie","Aliments pour animaux","Maïs et produits","2017","237"
"Bilans Alimentaires (2010-)","Australie","Semences","Maïs et produits","2017","1"
"Bilans Alimentaires (2010-)","Australie","Pertes","Maïs et produits","2017","2"
"Bilans Alimentaires (2010-)","Australie","Traitement","Maïs et produits","2017","19"
"Bilans Alimentaires (2010-)","Australie","Autres utilisations (non alimentaire)","Maïs et produits","2017","18"
"Bilans Alimentaires (2010-)","Australie","Résidus","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Nourriture","Maïs et produits","2017","103"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire en quantité (kg/personne/an)","Maïs et produits","2017","4.19"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire (Kcal/personne/jour)","Maïs et produits","2017","40"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de protéines en quantité (g/personne/jour)","Maïs et produits","2017","0.87"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de matière grasse en quantité (g/personne/jour)","Maïs et produits","2017","0.11"
"Bilans Alimentaires (2010-)","Australie","Production","Seigle et produits","2017","30"
"Bilans Alimentaires (2010-)","Australie","Variation de stock","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Exportations - Quantité","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Disponibilité intérieure","Seigle et produits","2017","30"
"Bilans Alimentaires (2010-)","Australie","Aliments pour animaux","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Semences","Seigle et produits","2017","2"
"Bilans Alimentaires (2010-)","Australie","Pertes","Seigle et produits","2017","1"
"Bilans Alimentaires (2010-)","Australie","Traitement","Seigle et produits","2017","26"
"Bilans Alimentaires (2010-)","Australie","Résidus","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Nourriture","Seigle et produits","2017","1"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire en quantité (kg/personne/an)","Seigle et produits","2017","0.03"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire (Kcal/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de protéines en quantité (g/personne/jour)","Seigle et produits","2017","0.01"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de matière grasse en quantité (g/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Production","Avoine","2017","2266"
"Bilans Alimentaires (2010-)","Australie","Importations - Quantité","Avoine","2017","3"
"Bilans Alimentaires (2010-)","Australie","Variation de stock","Avoine","2017","276"
"Bilans Alimentaires (2010-)","Australie","Exportations - Quantité","Avoine","2017","197"
"Bilans Alimentaires (2010-)","Australie","Disponibilité intérieure","Avoine","2017","1796"
"Bilans Alimentaires (2010-)","Australie","Aliments pour animaux","Avoine","2017","1639"
"Bilans Alimentaires (2010-)","Australie","Semences","Avoine","2017","69"
"Bilans Alimentaires (2010-)","Australie","Pertes","Avoine","2017","45"
"Bilans Alimentaires (2010-)","Australie","Résidus","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Australie","Nourriture","Avoine","2017","43"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire en quantité (kg/personne/an)","Avoine","2017","1.74"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire (Kcal/personne/jour)","Avoine","2017","9"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de protéines en quantité (g/personne/jour)","Avoine","2017","0.38"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de matière grasse en quantité (g/personne/jour)","Avoine","2017","0.15"
"Bilans Alimentaires (2010-)","Australie","Production","Millet et produits","2017","36"
"Bilans Alimentaires (2010-)","Australie","Importations - Quantité","Millet et produits","2017","1"
"Bilans Alimentaires (2010-)","Australie","Variation de stock","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Exportations - Quantité","Millet et produits","2017","1"
"Bilans Alimentaires (2010-)","Australie","Disponibilité intérieure","Millet et produits","2017","36"
"Bilans Alimentaires (2010-)","Australie","Aliments pour animaux","Millet et produits","2017","34"
"Bilans Alimentaires (2010-)","Australie","Semences","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Pertes","Millet et produits","2017","2"
"Bilans Alimentaires (2010-)","Australie","Résidus","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Production","Sorgho et produits","2017","994"
"Bilans Alimentaires (2010-)","Australie","Importations - Quantité","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Variation de stock","Sorgho et produits","2017","39"
"Bilans Alimentaires (2010-)","Australie","Exportations - Quantité","Sorgho et produits","2017","293"
"Bilans Alimentaires (2010-)","Australie","Disponibilité intérieure","Sorgho et produits","2017","662"
"Bilans Alimentaires (2010-)","Australie","Aliments pour animaux","Sorgho et produits","2017","584"
"Bilans Alimentaires (2010-)","Australie","Semences","Sorgho et produits","2017","2"
"Bilans Alimentaires (2010-)","Australie","Pertes","Sorgho et produits","2017","47"
"Bilans Alimentaires (2010-)","Australie","Traitement","Sorgho et produits","2017","25"
"Bilans Alimentaires (2010-)","Australie","Résidus","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Australie","Nourriture","Sorgho et produits","2017","4"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire en quantité (kg/personne/an)","Sorgho et produits","2017","0.16"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire (Kcal/personne/jour)","Sorgho et produits","2017","1"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de protéines en quantité (g/personne/jour)","Sorgho et produits","2017","0.04"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de matière grasse en quantité (g/personne/jour)","Sorgho et produits","2017","0.01"
"Bilans Alimentaires (2010-)","Australie","Production","Céréales, Autres","2017","186"
"Bilans Alimentaires (2010-)","Australie","Importations - Quantité","Céréales, Autres","2017","17"
"Bilans Alimentaires (2010-)","Australie","Variation de stock","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Australie","Exportations - Quantité","Céréales, Autres","2017","24"
"Bilans Alimentaires (2010-)","Australie","Disponibilité intérieure","Céréales, Autres","2017","178"
"Bilans Alimentaires (2010-)","Australie","Aliments pour animaux","Céréales, Autres","2017","140"
"Bilans Alimentaires (2010-)","Australie","Semences","Céréales, Autres","2017","6"
"Bilans Alimentaires (2010-)","Australie","Pertes","Céréales, Autres","2017","7"
"Bilans Alimentaires (2010-)","Australie","Résidus","Céréales, Autres","2017","-2"
"Bilans Alimentaires (2010-)","Australie","Nourriture","Céréales, Autres","2017","27"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire en quantité (kg/personne/an)","Céréales, Autres","2017","1.09"
"Bilans Alimentaires (2010-)","Australie","Disponibilité alimentaire (Kcal/personne/jour)","Céréales, Autres","2017","11"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de protéines en quantité (g/personne/jour)","Céréales, Autres","2017","0.3"
"Bilans Alimentaires (2010-)","Australie","Disponibilité de matière grasse en quantité (g/personne/jour)","Céréales, Autres","2017","0.04"
"Bilans Alimentaires (2010-)","Autriche","Production","Blé et produits","2017","1437"
"Bilans Alimentaires (2010-)","Autriche","Importations - Quantité","Blé et produits","2017","1479"
"Bilans Alimentaires (2010-)","Autriche","Variation de stock","Blé et produits","2017","134"
"Bilans Alimentaires (2010-)","Autriche","Exportations - Quantité","Blé et produits","2017","1185"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité intérieure","Blé et produits","2017","1598"
"Bilans Alimentaires (2010-)","Autriche","Aliments pour animaux","Blé et produits","2017","461"
"Bilans Alimentaires (2010-)","Autriche","Semences","Blé et produits","2017","53"
"Bilans Alimentaires (2010-)","Autriche","Pertes","Blé et produits","2017","36"
"Bilans Alimentaires (2010-)","Autriche","Traitement","Blé et produits","2017","23"
"Bilans Alimentaires (2010-)","Autriche","Autres utilisations (non alimentaire)","Blé et produits","2017","269"
"Bilans Alimentaires (2010-)","Autriche","Résidus","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Nourriture","Blé et produits","2017","755"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire en quantité (kg/personne/an)","Blé et produits","2017","85.63"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire (Kcal/personne/jour)","Blé et produits","2017","692"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de protéines en quantité (g/personne/jour)","Blé et produits","2017","22.96"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de matière grasse en quantité (g/personne/jour)","Blé et produits","2017","3.38"
"Bilans Alimentaires (2010-)","Autriche","Production","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Importations - Quantité","Riz et produits","2017","67"
"Bilans Alimentaires (2010-)","Autriche","Variation de stock","Riz et produits","2017","3"
"Bilans Alimentaires (2010-)","Autriche","Exportations - Quantité","Riz et produits","2017","6"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité intérieure","Riz et produits","2017","58"
"Bilans Alimentaires (2010-)","Autriche","Aliments pour animaux","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Traitement","Riz et produits","2017","9"
"Bilans Alimentaires (2010-)","Autriche","Autres utilisations (non alimentaire)","Riz et produits","2017","2"
"Bilans Alimentaires (2010-)","Autriche","Résidus","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Nourriture","Riz et produits","2017","48"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire en quantité (kg/personne/an)","Riz et produits","2017","5.4"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire (Kcal/personne/jour)","Riz et produits","2017","37"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de protéines en quantité (g/personne/jour)","Riz et produits","2017","0.69"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de matière grasse en quantité (g/personne/jour)","Riz et produits","2017","0.07"
"Bilans Alimentaires (2010-)","Autriche","Production","Orge et produits","2017","782"
"Bilans Alimentaires (2010-)","Autriche","Importations - Quantité","Orge et produits","2017","284"
"Bilans Alimentaires (2010-)","Autriche","Variation de stock","Orge et produits","2017","-75"
"Bilans Alimentaires (2010-)","Autriche","Exportations - Quantité","Orge et produits","2017","236"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité intérieure","Orge et produits","2017","905"
"Bilans Alimentaires (2010-)","Autriche","Aliments pour animaux","Orge et produits","2017","635"
"Bilans Alimentaires (2010-)","Autriche","Semences","Orge et produits","2017","25"
"Bilans Alimentaires (2010-)","Autriche","Pertes","Orge et produits","2017","25"
"Bilans Alimentaires (2010-)","Autriche","Traitement","Orge et produits","2017","216"
"Bilans Alimentaires (2010-)","Autriche","Résidus","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Nourriture","Orge et produits","2017","3"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire en quantité (kg/personne/an)","Orge et produits","2017","0.31"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire (Kcal/personne/jour)","Orge et produits","2017","2"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de protéines en quantité (g/personne/jour)","Orge et produits","2017","0.06"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de matière grasse en quantité (g/personne/jour)","Orge et produits","2017","0.01"
"Bilans Alimentaires (2010-)","Autriche","Production","Maïs et produits","2017","2076"
"Bilans Alimentaires (2010-)","Autriche","Importations - Quantité","Maïs et produits","2017","1080"
"Bilans Alimentaires (2010-)","Autriche","Variation de stock","Maïs et produits","2017","487"
"Bilans Alimentaires (2010-)","Autriche","Exportations - Quantité","Maïs et produits","2017","444"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité intérieure","Maïs et produits","2017","2225"
"Bilans Alimentaires (2010-)","Autriche","Aliments pour animaux","Maïs et produits","2017","1227"
"Bilans Alimentaires (2010-)","Autriche","Semences","Maïs et produits","2017","9"
"Bilans Alimentaires (2010-)","Autriche","Pertes","Maïs et produits","2017","64"
"Bilans Alimentaires (2010-)","Autriche","Traitement","Maïs et produits","2017","665"
"Bilans Alimentaires (2010-)","Autriche","Autres utilisations (non alimentaire)","Maïs et produits","2017","164"
"Bilans Alimentaires (2010-)","Autriche","Résidus","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Nourriture","Maïs et produits","2017","95"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire en quantité (kg/personne/an)","Maïs et produits","2017","10.78"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire (Kcal/personne/jour)","Maïs et produits","2017","80"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de protéines en quantité (g/personne/jour)","Maïs et produits","2017","1.86"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de matière grasse en quantité (g/personne/jour)","Maïs et produits","2017","0.27"
"Bilans Alimentaires (2010-)","Autriche","Production","Seigle et produits","2017","129"
"Bilans Alimentaires (2010-)","Autriche","Importations - Quantité","Seigle et produits","2017","40"
"Bilans Alimentaires (2010-)","Autriche","Variation de stock","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Exportations - Quantité","Seigle et produits","2017","23"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité intérieure","Seigle et produits","2017","146"
"Bilans Alimentaires (2010-)","Autriche","Aliments pour animaux","Seigle et produits","2017","28"
"Bilans Alimentaires (2010-)","Autriche","Semences","Seigle et produits","2017","6"
"Bilans Alimentaires (2010-)","Autriche","Pertes","Seigle et produits","2017","3"
"Bilans Alimentaires (2010-)","Autriche","Traitement","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Autres utilisations (non alimentaire)","Seigle et produits","2017","16"
"Bilans Alimentaires (2010-)","Autriche","Résidus","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Nourriture","Seigle et produits","2017","92"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire en quantité (kg/personne/an)","Seigle et produits","2017","10.4"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire (Kcal/personne/jour)","Seigle et produits","2017","75"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de protéines en quantité (g/personne/jour)","Seigle et produits","2017","1.91"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de matière grasse en quantité (g/personne/jour)","Seigle et produits","2017","0.27"
"Bilans Alimentaires (2010-)","Autriche","Production","Avoine","2017","77"
"Bilans Alimentaires (2010-)","Autriche","Importations - Quantité","Avoine","2017","21"
"Bilans Alimentaires (2010-)","Autriche","Variation de stock","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Exportations - Quantité","Avoine","2017","15"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité intérieure","Avoine","2017","82"
"Bilans Alimentaires (2010-)","Autriche","Aliments pour animaux","Avoine","2017","58"
"Bilans Alimentaires (2010-)","Autriche","Semences","Avoine","2017","4"
"Bilans Alimentaires (2010-)","Autriche","Pertes","Avoine","2017","3"
"Bilans Alimentaires (2010-)","Autriche","Résidus","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Nourriture","Avoine","2017","18"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire en quantité (kg/personne/an)","Avoine","2017","2.03"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire (Kcal/personne/jour)","Avoine","2017","16"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de protéines en quantité (g/personne/jour)","Avoine","2017","0.62"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de matière grasse en quantité (g/personne/jour)","Avoine","2017","0.3"
"Bilans Alimentaires (2010-)","Autriche","Production","Millet et produits","2017","11"
"Bilans Alimentaires (2010-)","Autriche","Importations - Quantité","Millet et produits","2017","2"
"Bilans Alimentaires (2010-)","Autriche","Variation de stock","Millet et produits","2017","-1"
"Bilans Alimentaires (2010-)","Autriche","Exportations - Quantité","Millet et produits","2017","8"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité intérieure","Millet et produits","2017","5"
"Bilans Alimentaires (2010-)","Autriche","Aliments pour animaux","Millet et produits","2017","5"
"Bilans Alimentaires (2010-)","Autriche","Semences","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Pertes","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Résidus","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Production","Sorgho et produits","2017","20"
"Bilans Alimentaires (2010-)","Autriche","Importations - Quantité","Sorgho et produits","2017","2"
"Bilans Alimentaires (2010-)","Autriche","Variation de stock","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Exportations - Quantité","Sorgho et produits","2017","1"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité intérieure","Sorgho et produits","2017","21"
"Bilans Alimentaires (2010-)","Autriche","Aliments pour animaux","Sorgho et produits","2017","20"
"Bilans Alimentaires (2010-)","Autriche","Pertes","Sorgho et produits","2017","1"
"Bilans Alimentaires (2010-)","Autriche","Résidus","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Autriche","Production","Céréales, Autres","2017","352"
"Bilans Alimentaires (2010-)","Autriche","Importations - Quantité","Céréales, Autres","2017","39"
"Bilans Alimentaires (2010-)","Autriche","Variation de stock","Céréales, Autres","2017","19"
"Bilans Alimentaires (2010-)","Autriche","Exportations - Quantité","Céréales, Autres","2017","21"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité intérieure","Céréales, Autres","2017","350"
"Bilans Alimentaires (2010-)","Autriche","Aliments pour animaux","Céréales, Autres","2017","308"
"Bilans Alimentaires (2010-)","Autriche","Semences","Céréales, Autres","2017","11"
"Bilans Alimentaires (2010-)","Autriche","Pertes","Céréales, Autres","2017","13"
"Bilans Alimentaires (2010-)","Autriche","Autres utilisations (non alimentaire)","Céréales, Autres","2017","15"
"Bilans Alimentaires (2010-)","Autriche","Résidus","Céréales, Autres","2017","-13"
"Bilans Alimentaires (2010-)","Autriche","Nourriture","Céréales, Autres","2017","17"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire en quantité (kg/personne/an)","Céréales, Autres","2017","1.87"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité alimentaire (Kcal/personne/jour)","Céréales, Autres","2017","19"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de protéines en quantité (g/personne/jour)","Céréales, Autres","2017","0.52"
"Bilans Alimentaires (2010-)","Autriche","Disponibilité de matière grasse en quantité (g/personne/jour)","Céréales, Autres","2017","0.06"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Production","Blé et produits","2017","1770"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Importations - Quantité","Blé et produits","2017","1335"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Variation de stock","Blé et produits","2017","117"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Exportations - Quantité","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité intérieure","Blé et produits","2017","2986"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Aliments pour animaux","Blé et produits","2017","504"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Semences","Blé et produits","2017","147"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Pertes","Blé et produits","2017","243"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Traitement","Blé et produits","2017","263"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Autres utilisations (non alimentaire)","Blé et produits","2017","51"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Résidus","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Nourriture","Blé et produits","2017","1779"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire en quantité (kg/personne/an)","Blé et produits","2017","180.69"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire (Kcal/personne/jour)","Blé et produits","2017","1574"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de protéines en quantité (g/personne/jour)","Blé et produits","2017","46.87"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de matière grasse en quantité (g/personne/jour)","Blé et produits","2017","5.74"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Production","Riz et produits","2017","16"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Importations - Quantité","Riz et produits","2017","11"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Variation de stock","Riz et produits","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Exportations - Quantité","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité intérieure","Riz et produits","2017","26"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Aliments pour animaux","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Semences","Riz et produits","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Pertes","Riz et produits","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Autres utilisations (non alimentaire)","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Résidus","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Nourriture","Riz et produits","2017","24"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire en quantité (kg/personne/an)","Riz et produits","2017","2.45"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire (Kcal/personne/jour)","Riz et produits","2017","18"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de protéines en quantité (g/personne/jour)","Riz et produits","2017","0.33"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de matière grasse en quantité (g/personne/jour)","Riz et produits","2017","0.04"
